bundle_id,conference,gender,rank,team,score,champion_score,total_meet_points,champion_ratio,meet_share,base_tier,power_class,final_tier
sac_2026,SAC,men,1,Wingate University,1833.5,1833.5,5879.0,1.0,0.311873,Tier 1,Super Powerhouse,Tier 1A
sac_2026,SAC,men,2,Catawba College,1645.0,1833.5,5879.0,0.897191,0.279809,Tier 1,Super Powerhouse,Tier 1A
sac_2026,SAC,men,3,Carson-Newman University,1327.5,1833.5,5879.0,0.724025,0.225804,Tier 2,,Tier 2
sac_2026,SAC,men,4,Lenoir-Rhyne University,591.0,1833.5,5879.0,0.322334,0.100527,Tier 4,,Tier 4
sac_2026,SAC,men,5,Mars Hill University,482.0,1833.5,5879.0,0.262885,0.081987,Tier 4,,Tier 4
sac_2026,SAC,women,1,Wingate University,1826.5,1826.5,5964.0,1.0,0.306254,Tier 1,Super Powerhouse,Tier 1A
sac_2026,SAC,women,2,Catawba College,1818.0,1826.5,5964.0,0.995346,0.304829,Tier 1,Super Powerhouse,Tier 1A
sac_2026,SAC,women,3,Carson-Newman University,1224.5,1826.5,5964.0,0.670408,0.205315,Tier 2,,Tier 2
sac_2026,SAC,women,4,Lenoir-Rhyne University,591.0,1826.5,5964.0,0.32357,0.099095,Tier 4,,Tier 4
sac_2026,SAC,women,5,Mars Hill University,504.0,1826.5,5964.0,0.275938,0.084507,Tier 4,,Tier 4
sciac_2026,SCIAC,men,1,Pomona-Pitzer,922.0,922.0,3929.0,1.0,0.234665,Tier 1,Powerhouse,Tier 1B
sciac_2026,SCIAC,men,2,Claremont-Mudd-Scripps,820.5,922.0,3929.0,0.889913,0.208832,Tier 1,Powerhouse,Tier 1B
sciac_2026,SCIAC,men,3,Chapman University,609.0,922.0,3929.0,0.660521,0.155001,Tier 2,,Tier 2
sciac_2026,SCIAC,men,4,California Institute of Techno,429.0,922.0,3929.0,0.465293,0.109188,Tier 3,,Tier 3
sciac_2026,SCIAC,men,5,Whittier College,352.5,922.0,3929.0,0.382321,0.089717,Tier 3,,Tier 3
sciac_2026,SCIAC,men,6,Cal Lutheran University,320.0,922.0,3929.0,0.347072,0.081446,Tier 4,,Tier 4
sciac_2026,SCIAC,men,7,Occidental College,214.0,922.0,3929.0,0.232104,0.054467,Tier 4,,Tier 4
sciac_2026,SCIAC,men,8,University of Redlands,187.0,922.0,3929.0,0.20282,0.047595,Tier 4,,Tier 4
sciac_2026,SCIAC,men,9,University of La Verne,75.0,922.0,3929.0,0.081345,0.019089,Tier 4,,Tier 4
sciac_2026,SCIAC,women,1,Pomona-Pitzer,1050.0,1050.0,3845.0,1.0,0.273082,Tier 1,Super Powerhouse,Tier 1A
sciac_2026,SCIAC,women,2,Claremont-Mudd-Scripps,966.0,1050.0,3845.0,0.92,0.251235,Tier 1,Super Powerhouse,Tier 1A
sciac_2026,SCIAC,women,3,Chapman University,409.0,1050.0,3845.0,0.389524,0.106372,Tier 3,,Tier 3
sciac_2026,SCIAC,women,4,California Institute of Techno,342.0,1050.0,3845.0,0.325714,0.088947,Tier 4,,Tier 4
sciac_2026,SCIAC,women,5,Cal Lutheran University,336.0,1050.0,3845.0,0.32,0.087386,Tier 4,,Tier 4
sciac_2026,SCIAC,women,6,Occidental College,246.0,1050.0,3845.0,0.234286,0.063979,Tier 4,,Tier 4
sciac_2026,SCIAC,women,7,Whittier College,213.0,1050.0,3845.0,0.202857,0.055397,Tier 4,,Tier 4
sciac_2026,SCIAC,women,8,University of Redlands,176.0,1050.0,3845.0,0.167619,0.045774,Tier 4,,Tier 4
sciac_2026,SCIAC,women,9,University of La Verne,107.0,1050.0,3845.0,0.101905,0.027828,Tier 4,,Tier 4
sec_2026,SEC,men,1,University of Texas,1449.5,1449.5,8294.0,1.0,0.174765,Tier 1,Powerhouse,Tier 1B
sec_2026,SEC,men,2,University of Florida,1292.0,1449.5,8294.0,0.891342,0.155775,Tier 1,Powerhouse,Tier 1B
sec_2026,SEC,men,3,University of Tennessee,1061.5,1449.5,8294.0,0.732321,0.127984,Tier 2,,Tier 2
sec_2026,SEC,men,4,"Georgia, University of",721.0,1449.5,8294.0,0.497413,0.08693,Tier 3,,Tier 3
sec_2026,SEC,men,5,Auburn University,652.0,1449.5,8294.0,0.44981,0.078611,Tier 3,,Tier 3
sec_2026,SEC,men,6,University of Alabama,642.5,1449.5,8294.0,0.443256,0.077466,Tier 3,,Tier 3
sec_2026,SEC,men,7,Louisiana State University,614.0,1449.5,8294.0,0.423594,0.074029,Tier 3,,Tier 3
sec_2026,SEC,men,8,"Kentucky, University of",582.0,1449.5,8294.0,0.401518,0.070171,Tier 3,,Tier 3
sec_2026,SEC,men,9,Texas A&M University,503.5,1449.5,8294.0,0.347361,0.060707,Tier 4,,Tier 4
sec_2026,SEC,men,10,Missouri,427.0,1449.5,8294.0,0.294584,0.051483,Tier 4,,Tier 4
sec_2026,SEC,men,11,"South Carolina, University of",349.0,1449.5,8294.0,0.240773,0.042079,Tier 4,,Tier 4
sec_2026,SEC,women,1,University of Texas,1413.5,1413.5,8596.0,1.0,0.164437,Tier 1,Powerhouse,Tier 1B
sec_2026,SEC,women,2,University of Tennessee,1086.0,1413.5,8596.0,0.768306,0.126338,Tier 2,,Tier 2
sec_2026,SEC,women,3,University of Florida,1015.5,1413.5,8596.0,0.718429,0.118136,Tier 2,,Tier 2
sec_2026,SEC,women,4,University of Alabama,689.0,1413.5,8596.0,0.487443,0.080154,Tier 3,,Tier 3
sec_2026,SEC,women,5,Louisiana State University,668.5,1413.5,8596.0,0.47294,0.077769,Tier 3,,Tier 3
sec_2026,SEC,women,6,"South Carolina, University of",666.5,1413.5,8596.0,0.471525,0.077536,Tier 3,,Tier 3
sec_2026,SEC,women,7,Auburn University,654.5,1413.5,8596.0,0.463035,0.07614,Tier 3,,Tier 3
sec_2026,SEC,women,8,"Georgia, University of",604.0,1413.5,8596.0,0.427308,0.070265,Tier 3,,Tier 3
sec_2026,SEC,women,9,Texas A&M University,550.0,1413.5,8596.0,0.389105,0.063983,Tier 3,,Tier 3
sec_2026,SEC,women,10,Missouri,468.0,1413.5,8596.0,0.331093,0.054444,Tier 4,,Tier 4
sec_2026,SEC,women,11,University of Arkansas,350.0,1413.5,8596.0,0.247612,0.040717,Tier 4,,Tier 4
sec_2026,SEC,women,12,"Kentucky, University of",284.5,1413.5,8596.0,0.201273,0.033097,Tier 4,,Tier 4
sec_2026,SEC,women,13,Vanderbilt University,146.0,1413.5,8596.0,0.10329,0.016985,Tier 4,,Tier 4
summitleague_2026,Summit League,men,1,University of Denver,862.0,862.0,3523.0,1.0,0.244678,Tier 1,Super Powerhouse,Tier 1A
summitleague_2026,Summit League,men,2,University of South Dakota,832.0,862.0,3523.0,0.965197,0.236162,Tier 1,Powerhouse,Tier 1B
summitleague_2026,Summit League,men,3,University of Nebraska Omaha,577.5,862.0,3523.0,0.669954,0.163923,Tier 2,,Tier 2
summitleague_2026,Summit League,men,4,South Dakota State University,458.0,862.0,3523.0,0.531323,0.130003,Tier 3,,Tier 3
summitleague_2026,Summit League,men,5,University of St. Thomas MN,349.5,862.0,3523.0,0.405452,0.099205,Tier 3,,Tier 3
summitleague_2026,Summit League,men,6,University of Southern Indiana,275.0,862.0,3523.0,0.319026,0.078058,Tier 4,,Tier 4
summitleague_2026,Summit League,men,7,Eastern Illinois University,169.0,862.0,3523.0,0.196056,0.04797,Tier 4,,Tier 4
summitleague_2026,Summit League,women,1,University of Denver,971.0,971.0,3585.0,1.0,0.270851,Tier 1,Super Powerhouse,Tier 1A
summitleague_2026,Summit League,women,2,University of South Dakota,799.0,971.0,3585.0,0.822863,0.222873,Tier 2,,Tier 2
summitleague_2026,Summit League,women,3,University of Nebraska Omaha,533.0,971.0,3585.0,0.548919,0.148675,Tier 3,,Tier 3
summitleague_2026,Summit League,women,4,South Dakota State University,458.0,971.0,3585.0,0.471679,0.127755,Tier 3,,Tier 3
summitleague_2026,Summit League,women,5,University of St. Thomas MN,410.5,971.0,3585.0,0.42276,0.114505,Tier 3,,Tier 3
summitleague_2026,Summit League,women,6,University of Southern Indiana,252.5,971.0,3585.0,0.260041,0.070432,Tier 4,,Tier 4
summitleague_2026,Summit League,women,7,Eastern Illinois University,161.0,971.0,3585.0,0.165808,0.044909,Tier 4,,Tier 4
uaa_2026,UAA,men,1,Emory University,1753.5,1753.5,8543.0,1.0,0.205256,Tier 1,Powerhouse,Tier 1B
uaa_2026,UAA,men,2,New York University,1626.0,1753.5,8543.0,0.927288,0.190331,Tier 1,Powerhouse,Tier 1B
uaa_2026,UAA,men,3,University of Chicago,1399.0,1753.5,8543.0,0.797833,0.16376,Tier 2,,Tier 2
uaa_2026,UAA,men,4,Washington University St Louis,1067.0,1753.5,8543.0,0.608497,0.124898,Tier 2,,Tier 2
uaa_2026,UAA,men,5,Carnegie Mellon University,1048.5,1753.5,8543.0,0.597947,0.122732,Tier 3,,Tier 3
uaa_2026,UAA,men,6,Case Western Reserve Universit,784.0,1753.5,8543.0,0.447106,0.091771,Tier 3,,Tier 3
uaa_2026,UAA,men,7,University of Rochester,520.0,1753.5,8543.0,0.29655,0.060869,Tier 4,,Tier 4
uaa_2026,UAA,men,8,Brandeis University,345.0,1753.5,8543.0,0.196749,0.040384,Tier 4,,Tier 4
uaa_2026,UAA,women,1,New York University,1900.0,1900.0,8651.0,1.0,0.219628,Tier 1,Powerhouse,Tier 1B
uaa_2026,UAA,women,2,Emory University,1885.0,1900.0,8651.0,0.992105,0.217894,Tier 1,Powerhouse,Tier 1B
uaa_2026,UAA,women,3,University of Chicago,1196.5,1900.0,8651.0,0.629737,0.138308,Tier 2,,Tier 2
uaa_2026,UAA,women,4,Washington University St Louis,1127.0,1900.0,8651.0,0.593158,0.130274,Tier 3,,Tier 3
uaa_2026,UAA,women,5,Carnegie Mellon University,964.5,1900.0,8651.0,0.507632,0.11149,Tier 3,,Tier 3
uaa_2026,UAA,women,6,Case Western Reserve Universit,673.5,1900.0,8651.0,0.354474,0.077852,Tier 3,,Tier 3
uaa_2026,UAA,women,7,University of Rochester,555.5,1900.0,8651.0,0.292368,0.064212,Tier 4,,Tier 4
uaa_2026,UAA,women,8,Brandeis University,349.0,1900.0,8651.0,0.183684,0.040342,Tier 4,,Tier 4
liberty_league_2026,Liberty League,men,1,Ithaca College,1722.0,1722.0,8059.0,1.0,0.213674,Tier 1,Powerhouse,Tier 1B
liberty_league_2026,Liberty League,men,2,Rochester Institute of Technol,1625.5,1722.0,8059.0,0.943961,0.2017,Tier 1,Powerhouse,Tier 1B
liberty_league_2026,Liberty League,men,3,Rensselaer Polytechnic Institu,1085.0,1722.0,8059.0,0.630081,0.134632,Tier 2,,Tier 2
liberty_league_2026,Liberty League,men,4,Clarkson University,1028.5,1722.0,8059.0,0.597271,0.127621,Tier 3,,Tier 3
liberty_league_2026,Liberty League,men,5,Union College (New York),686.5,1722.0,8059.0,0.398664,0.085184,Tier 3,,Tier 3
liberty_league_2026,Liberty League,men,6,Skidmore College,630.5,1722.0,8059.0,0.366144,0.078236,Tier 3,,Tier 3
liberty_league_2026,Liberty League,men,7,Vassar College,522.0,1722.0,8059.0,0.303136,0.064772,Tier 4,,Tier 4
liberty_league_2026,Liberty League,men,8,St. Lawrence University,325.0,1722.0,8059.0,0.188734,0.040328,Tier 4,,Tier 4
liberty_league_2026,Liberty League,men,9,Hobart and William Smith,272.0,1722.0,8059.0,0.157956,0.033751,Tier 4,,Tier 4
liberty_league_2026,Liberty League,men,10,Bard College,162.0,1722.0,8059.0,0.094077,0.020102,Tier 4,,Tier 4
liberty_league_2026,Liberty League,women,1,Ithaca College,1820.0,1820.0,8051.0,1.0,0.226059,Tier 1,Powerhouse,Tier 1B
liberty_league_2026,Liberty League,women,2,Rensselaer Polytechnic Institu,1430.5,1820.0,8051.0,0.785989,0.17768,Tier 2,,Tier 2
liberty_league_2026,Liberty League,women,3,Skidmore College,1032.5,1820.0,8051.0,0.567308,0.128245,Tier 3,,Tier 3
liberty_league_2026,Liberty League,women,4,Rochester Institute of Technol,972.5,1820.0,8051.0,0.534341,0.120792,Tier 3,,Tier 3
liberty_league_2026,Liberty League,women,5,Vassar College,888.5,1820.0,8051.0,0.488187,0.110359,Tier 3,,Tier 3
liberty_league_2026,Liberty League,women,6,Union College (New York),539.0,1820.0,8051.0,0.296154,0.066948,Tier 4,,Tier 4
liberty_league_2026,Liberty League,women,7,Hobart and William Smith,428.0,1820.0,8051.0,0.235165,0.053161,Tier 4,,Tier 4
liberty_league_2026,Liberty League,women,8,St. Lawrence University,415.0,1820.0,8051.0,0.228022,0.051546,Tier 4,,Tier 4
liberty_league_2026,Liberty League,women,9,Clarkson University,385.0,1820.0,8051.0,0.211538,0.04782,Tier 4,,Tier 4
liberty_league_2026,Liberty League,women,10,Bard College,140.0,1820.0,8051.0,0.076923,0.017389,Tier 4,,Tier 4
ncac_2026,NCAC,men,1,Denison University,1958.5,1958.5,9216.0,1.0,0.212511,Tier 1,Powerhouse,Tier 1B
ncac_2026,NCAC,men,2,Kenyon College,1741.5,1958.5,9216.0,0.889201,0.188965,Tier 1,Powerhouse,Tier 1B
ncac_2026,NCAC,men,3,John Carroll University,1192.5,1958.5,9216.0,0.608884,0.129395,Tier 2,,Tier 2
ncac_2026,NCAC,men,4,DePauw University,1095.0,1958.5,9216.0,0.559101,0.118815,Tier 3,,Tier 3
ncac_2026,NCAC,men,5,Wabash College,1030.0,1958.5,9216.0,0.525913,0.111762,Tier 3,,Tier 3
ncac_2026,NCAC,men,6,College of Wooster,789.5,1958.5,9216.0,0.403115,0.085666,Tier 3,,Tier 3
ncac_2026,NCAC,men,7,Oberlin College,786.0,1958.5,9216.0,0.401328,0.085286,Tier 3,,Tier 3
ncac_2026,NCAC,men,8,Ohio Wesleyan University,450.0,1958.5,9216.0,0.229768,0.048828,Tier 4,,Tier 4
ncac_2026,NCAC,men,9,Wittenberg University,173.0,1958.5,9216.0,0.088333,0.018772,Tier 4,,Tier 4
ncac_2026,NCAC,women,1,Kenyon College,1944.0,1944.0,8887.0,1.0,0.218746,Tier 1,Powerhouse,Tier 1B
ncac_2026,NCAC,women,2,Denison University,1853.0,1944.0,8887.0,0.953189,0.208507,Tier 1,Powerhouse,Tier 1B
ncac_2026,NCAC,women,3,DePauw University,1377.5,1944.0,8887.0,0.708591,0.155002,Tier 2,,Tier 2
ncac_2026,NCAC,women,4,John Carroll University,1037.0,1944.0,8887.0,0.533436,0.116687,Tier 3,,Tier 3
ncac_2026,NCAC,women,5,College of Wooster,991.0,1944.0,8887.0,0.509774,0.111511,Tier 3,,Tier 3
ncac_2026,NCAC,women,6,Oberlin College,681.0,1944.0,8887.0,0.350309,0.076629,Tier 3,,Tier 3
ncac_2026,NCAC,women,7,Wittenberg University,579.5,1944.0,8887.0,0.298097,0.065208,Tier 4,,Tier 4
ncac_2026,NCAC,women,8,Ohio Wesleyan University,424.0,1944.0,8887.0,0.218107,0.04771,Tier 4,,Tier 4
wac_2025,WAC,men,1,University of Nevada Las Vegas,802.0,802.0,3351.0,1.0,0.239332,Tier 1,Powerhouse,Tier 1B
wac_2025,WAC,men,2,California Baptist,776.0,802.0,3351.0,0.967581,0.231573,Tier 1,Powerhouse,Tier 1B
wac_2025,WAC,men,3,Air Force,638.5,802.0,3351.0,0.796135,0.19054,Tier 2,,Tier 2
wac_2025,WAC,men,4,Grand Canyon,531.0,802.0,3351.0,0.662095,0.15846,Tier 2,,Tier 2
wac_2025,WAC,men,5,University of Wyoming,365.5,802.0,3351.0,0.455736,0.109072,Tier 3,,Tier 3
wac_2025,WAC,men,6,Seattle,238.0,802.0,3351.0,0.296758,0.071024,Tier 4,,Tier 4
wac_2025,WAC,women,1,Northern Arizona,694.5,694.5,3732.0,1.0,0.186093,Tier 1,Powerhouse,Tier 1B
wac_2025,WAC,women,2,New Mexico State,534.0,694.5,3732.0,0.768898,0.143087,Tier 2,,Tier 2
wac_2025,WAC,women,3,Grand Canyon,529.0,694.5,3732.0,0.761699,0.141747,Tier 2,,Tier 2
wac_2025,WAC,women,4,California Baptist,475.0,694.5,3732.0,0.683945,0.127278,Tier 2,,Tier 2
wac_2025,WAC,women,5,Idaho,470.0,694.5,3732.0,0.676746,0.125938,Tier 2,,Tier 2
wac_2025,WAC,women,6,Northern Colorado,458.5,694.5,3732.0,0.660187,0.122856,Tier 2,,Tier 2
wac_2025,WAC,women,7,Utah Tech University,248.0,694.5,3732.0,0.357091,0.066452,Tier 3,,Tier 3
wac_2025,WAC,women,8,Seattle,191.0,694.5,3732.0,0.275018,0.051179,Tier 4,,Tier 4
wac_2025,WAC,women,9,University of Texas Rio Grande,132.0,694.5,3732.0,0.190065,0.03537,Tier 4,,Tier 4
