Conference,Finish,Team,MenPoints,Tier,SourcePage,Key,ChampionPoints,MedianPoints,DominanceIndex,IsChampion,PSF,PowerClass,ChampionMeetShare,ChampionPowerClass,ChampionRatio,MeetTotalPoints,MeetShare,gender,final_tier,tier_short,generated_at,snapshot_version
PSAC,10,Shippensburg University of PA,362.0,Tier 4,0,PSAC|Shippensburg University of PA,1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.269747,7818.0,0.046303,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,11,"PennWest University,California",162.0,Tier 4,0,"PSAC|PennWest University,California",1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.120715,7818.0,0.020721,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,12,Lock Haven University,159.0,Tier 4,0,PSAC|Lock Haven University,1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.11848,7818.0,0.020338,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SAC,1,Wingate University,1833.5,Tier 1,0,SAC|Wingate University,1833.5,0,0,1,1.0,Super Powerhouse,0.311873,Super Powerhouse,1.0,5879.0,0.311873,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
SAC,2,Catawba College,1645.0,Tier 1,0,SAC|Catawba College,1833.5,0,0,0,1.0,Super Powerhouse,0.311873,Super Powerhouse,0.897191,5879.0,0.279809,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
SAC,3,Carson-Newman University,1327.5,Tier 2,0,SAC|Carson-Newman University,1833.5,0,0,0,1.0,,0.311873,Super Powerhouse,0.724025,5879.0,0.225804,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
SAC,4,Lenoir-Rhyne University,591.0,Tier 4,0,SAC|Lenoir-Rhyne University,1833.5,0,0,0,1.0,,0.311873,Super Powerhouse,0.322334,5879.0,0.100527,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SAC,5,Mars Hill University,482.0,Tier 4,0,SAC|Mars Hill University,1833.5,0,0,0,1.0,,0.311873,Super Powerhouse,0.262885,5879.0,0.081987,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SAC,1,Wingate University,1826.5,Tier 1,0,SAC|Wingate University,1826.5,0,0,1,1.0,Super Powerhouse,0.306254,Super Powerhouse,1.0,5964.0,0.306254,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
SAC,2,Catawba College,1818.0,Tier 1,0,SAC|Catawba College,1826.5,0,0,0,1.0,Super Powerhouse,0.306254,Super Powerhouse,0.995346,5964.0,0.304829,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
SAC,3,Carson-Newman University,1224.5,Tier 2,0,SAC|Carson-Newman University,1826.5,0,0,0,1.0,,0.306254,Super Powerhouse,0.670408,5964.0,0.205315,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
SAC,4,Lenoir-Rhyne University,591.0,Tier 4,0,SAC|Lenoir-Rhyne University,1826.5,0,0,0,1.0,,0.306254,Super Powerhouse,0.32357,5964.0,0.099095,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SAC,5,Mars Hill University,504.0,Tier 4,0,SAC|Mars Hill University,1826.5,0,0,0,1.0,,0.306254,Super Powerhouse,0.275938,5964.0,0.084507,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,1,Pomona-Pitzer,922.0,Tier 1,0,SCIAC|Pomona-Pitzer,922.0,0,0,1,1.0,Powerhouse,0.234665,Powerhouse,1.0,3929.0,0.234665,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,2,Claremont-Mudd-Scripps,820.5,Tier 1,0,SCIAC|Claremont-Mudd-Scripps,922.0,0,0,0,1.0,Powerhouse,0.234665,Powerhouse,0.889913,3929.0,0.208832,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,3,Chapman University,609.0,Tier 2,0,SCIAC|Chapman University,922.0,0,0,0,1.0,,0.234665,Powerhouse,0.660521,3929.0,0.155001,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,4,California Institute of Techno,429.0,Tier 3,0,SCIAC|California Institute of Techno,922.0,0,0,0,1.0,,0.234665,Powerhouse,0.465293,3929.0,0.109188,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,5,Whittier College,352.5,Tier 3,0,SCIAC|Whittier College,922.0,0,0,0,1.0,,0.234665,Powerhouse,0.382321,3929.0,0.089717,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,6,Cal Lutheran University,320.0,Tier 4,0,SCIAC|Cal Lutheran University,922.0,0,0,0,1.0,,0.234665,Powerhouse,0.347072,3929.0,0.081446,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,7,Occidental College,214.0,Tier 4,0,SCIAC|Occidental College,922.0,0,0,0,1.0,,0.234665,Powerhouse,0.232104,3929.0,0.054467,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,8,University of Redlands,187.0,Tier 4,0,SCIAC|University of Redlands,922.0,0,0,0,1.0,,0.234665,Powerhouse,0.20282,3929.0,0.047595,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,9,University of La Verne,75.0,Tier 4,0,SCIAC|University of La Verne,922.0,0,0,0,1.0,,0.234665,Powerhouse,0.081345,3929.0,0.019089,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,1,Pomona-Pitzer,1050.0,Tier 1,0,SCIAC|Pomona-Pitzer,1050.0,0,0,1,1.0,Super Powerhouse,0.273082,Super Powerhouse,1.0,3845.0,0.273082,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,2,Claremont-Mudd-Scripps,966.0,Tier 1,0,SCIAC|Claremont-Mudd-Scripps,1050.0,0,0,0,1.0,Super Powerhouse,0.273082,Super Powerhouse,0.92,3845.0,0.251235,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,3,Chapman University,409.0,Tier 3,0,SCIAC|Chapman University,1050.0,0,0,0,1.0,,0.273082,Super Powerhouse,0.389524,3845.0,0.106372,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,4,California Institute of Techno,342.0,Tier 4,0,SCIAC|California Institute of Techno,1050.0,0,0,0,1.0,,0.273082,Super Powerhouse,0.325714,3845.0,0.088947,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,5,Cal Lutheran University,336.0,Tier 4,0,SCIAC|Cal Lutheran University,1050.0,0,0,0,1.0,,0.273082,Super Powerhouse,0.32,3845.0,0.087386,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,6,Occidental College,246.0,Tier 4,0,SCIAC|Occidental College,1050.0,0,0,0,1.0,,0.273082,Super Powerhouse,0.234286,3845.0,0.063979,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,7,Whittier College,213.0,Tier 4,0,SCIAC|Whittier College,1050.0,0,0,0,1.0,,0.273082,Super Powerhouse,0.202857,3845.0,0.055397,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,8,University of Redlands,176.0,Tier 4,0,SCIAC|University of Redlands,1050.0,0,0,0,1.0,,0.273082,Super Powerhouse,0.167619,3845.0,0.045774,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SCIAC,9,University of La Verne,107.0,Tier 4,0,SCIAC|University of La Verne,1050.0,0,0,0,1.0,,0.273082,Super Powerhouse,0.101905,3845.0,0.027828,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,1,University of Texas,1449.5,Tier 1,0,SEC|University of Texas,1449.5,0,0,1,1.0,Powerhouse,0.174765,Powerhouse,1.0,8294.0,0.174765,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,2,University of Florida,1292.0,Tier 1,0,SEC|University of Florida,1449.5,0,0,0,1.0,Powerhouse,0.174765,Powerhouse,0.891342,8294.0,0.155775,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,3,University of Tennessee,1061.5,Tier 2,0,SEC|University of Tennessee,1449.5,0,0,0,1.0,,0.174765,Powerhouse,0.732321,8294.0,0.127984,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,4,"Georgia, University of",721.0,Tier 3,0,"SEC|Georgia, University of",1449.5,0,0,0,1.0,,0.174765,Powerhouse,0.497413,8294.0,0.08693,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,5,Auburn University,652.0,Tier 3,0,SEC|Auburn University,1449.5,0,0,0,1.0,,0.174765,Powerhouse,0.44981,8294.0,0.078611,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,6,University of Alabama,642.5,Tier 3,0,SEC|University of Alabama,1449.5,0,0,0,1.0,,0.174765,Powerhouse,0.443256,8294.0,0.077466,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,7,Louisiana State University,614.0,Tier 3,0,SEC|Louisiana State University,1449.5,0,0,0,1.0,,0.174765,Powerhouse,0.423594,8294.0,0.074029,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,8,"Kentucky, University of",582.0,Tier 3,0,"SEC|Kentucky, University of",1449.5,0,0,0,1.0,,0.174765,Powerhouse,0.401518,8294.0,0.070171,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,9,Texas A&M University,503.5,Tier 4,0,SEC|Texas A&M University,1449.5,0,0,0,1.0,,0.174765,Powerhouse,0.347361,8294.0,0.060707,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,10,Missouri,427.0,Tier 4,0,SEC|Missouri,1449.5,0,0,0,1.0,,0.174765,Powerhouse,0.294584,8294.0,0.051483,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,11,"South Carolina, University of",349.0,Tier 4,0,"SEC|South Carolina, University of",1449.5,0,0,0,1.0,,0.174765,Powerhouse,0.240773,8294.0,0.042079,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,1,University of Texas,1413.5,Tier 1,0,SEC|University of Texas,1413.5,0,0,1,1.0,Powerhouse,0.164437,Powerhouse,1.0,8596.0,0.164437,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,2,University of Tennessee,1086.0,Tier 2,0,SEC|University of Tennessee,1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.768306,8596.0,0.126338,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,3,University of Florida,1015.5,Tier 2,0,SEC|University of Florida,1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.718429,8596.0,0.118136,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,4,University of Alabama,689.0,Tier 3,0,SEC|University of Alabama,1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.487443,8596.0,0.080154,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,5,Louisiana State University,668.5,Tier 3,0,SEC|Louisiana State University,1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.47294,8596.0,0.077769,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,6,"South Carolina, University of",666.5,Tier 3,0,"SEC|South Carolina, University of",1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.471525,8596.0,0.077536,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,7,Auburn University,654.5,Tier 3,0,SEC|Auburn University,1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.463035,8596.0,0.07614,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,8,"Georgia, University of",604.0,Tier 3,0,"SEC|Georgia, University of",1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.427308,8596.0,0.070265,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,9,Texas A&M University,550.0,Tier 3,0,SEC|Texas A&M University,1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.389105,8596.0,0.063983,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,10,Missouri,468.0,Tier 4,0,SEC|Missouri,1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.331093,8596.0,0.054444,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,11,University of Arkansas,350.0,Tier 4,0,SEC|University of Arkansas,1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.247612,8596.0,0.040717,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,12,"Kentucky, University of",284.5,Tier 4,0,"SEC|Kentucky, University of",1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.201273,8596.0,0.033097,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
SEC,13,Vanderbilt University,146.0,Tier 4,0,SEC|Vanderbilt University,1413.5,0,0,0,1.0,,0.164437,Powerhouse,0.10329,8596.0,0.016985,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,1,University of Denver,862.0,Tier 1,0,Summit League|University of Denver,862.0,0,0,1,1.0,Super Powerhouse,0.244678,Super Powerhouse,1.0,3523.0,0.244678,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,2,University of South Dakota,832.0,Tier 1,0,Summit League|University of South Dakota,862.0,0,0,0,1.0,Powerhouse,0.244678,Super Powerhouse,0.965197,3523.0,0.236162,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,3,University of Nebraska Omaha,577.5,Tier 2,0,Summit League|University of Nebraska Omaha,862.0,0,0,0,1.0,,0.244678,Super Powerhouse,0.669954,3523.0,0.163923,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,4,South Dakota State University,458.0,Tier 3,0,Summit League|South Dakota State University,862.0,0,0,0,1.0,,0.244678,Super Powerhouse,0.531323,3523.0,0.130003,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,5,University of St. Thomas MN,349.5,Tier 3,0,Summit League|University of St. Thomas MN,862.0,0,0,0,1.0,,0.244678,Super Powerhouse,0.405452,3523.0,0.099205,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,6,University of Southern Indiana,275.0,Tier 4,0,Summit League|University of Southern Indiana,862.0,0,0,0,1.0,,0.244678,Super Powerhouse,0.319026,3523.0,0.078058,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,7,Eastern Illinois University,169.0,Tier 4,0,Summit League|Eastern Illinois University,862.0,0,0,0,1.0,,0.244678,Super Powerhouse,0.196056,3523.0,0.04797,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,1,University of Denver,971.0,Tier 1,0,Summit League|University of Denver,971.0,0,0,1,1.0,Super Powerhouse,0.270851,Super Powerhouse,1.0,3585.0,0.270851,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,2,University of South Dakota,799.0,Tier 2,0,Summit League|University of South Dakota,971.0,0,0,0,1.0,,0.270851,Super Powerhouse,0.822863,3585.0,0.222873,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,3,University of Nebraska Omaha,533.0,Tier 3,0,Summit League|University of Nebraska Omaha,971.0,0,0,0,1.0,,0.270851,Super Powerhouse,0.548919,3585.0,0.148675,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,4,South Dakota State University,458.0,Tier 3,0,Summit League|South Dakota State University,971.0,0,0,0,1.0,,0.270851,Super Powerhouse,0.471679,3585.0,0.127755,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,5,University of St. Thomas MN,410.5,Tier 3,0,Summit League|University of St. Thomas MN,971.0,0,0,0,1.0,,0.270851,Super Powerhouse,0.42276,3585.0,0.114505,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,6,University of Southern Indiana,252.5,Tier 4,0,Summit League|University of Southern Indiana,971.0,0,0,0,1.0,,0.270851,Super Powerhouse,0.260041,3585.0,0.070432,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Summit League,7,Eastern Illinois University,161.0,Tier 4,0,Summit League|Eastern Illinois University,971.0,0,0,0,1.0,,0.270851,Super Powerhouse,0.165808,3585.0,0.044909,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,1,Emory University,1753.5,Tier 1,0,UAA|Emory University,1753.5,0,0,1,1.0,Powerhouse,0.205256,Powerhouse,1.0,8543.0,0.205256,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,2,New York University,1626.0,Tier 1,0,UAA|New York University,1753.5,0,0,0,1.0,Powerhouse,0.205256,Powerhouse,0.927288,8543.0,0.190331,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,3,University of Chicago,1399.0,Tier 2,0,UAA|University of Chicago,1753.5,0,0,0,1.0,,0.205256,Powerhouse,0.797833,8543.0,0.16376,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,4,Washington University St Louis,1067.0,Tier 2,0,UAA|Washington University St Louis,1753.5,0,0,0,1.0,,0.205256,Powerhouse,0.608497,8543.0,0.124898,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,5,Carnegie Mellon University,1048.5,Tier 3,0,UAA|Carnegie Mellon University,1753.5,0,0,0,1.0,,0.205256,Powerhouse,0.597947,8543.0,0.122732,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,6,Case Western Reserve Universit,784.0,Tier 3,0,UAA|Case Western Reserve Universit,1753.5,0,0,0,1.0,,0.205256,Powerhouse,0.447106,8543.0,0.091771,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,7,University of Rochester,520.0,Tier 4,0,UAA|University of Rochester,1753.5,0,0,0,1.0,,0.205256,Powerhouse,0.29655,8543.0,0.060869,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,8,Brandeis University,345.0,Tier 4,0,UAA|Brandeis University,1753.5,0,0,0,1.0,,0.205256,Powerhouse,0.196749,8543.0,0.040384,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,1,New York University,1900.0,Tier 1,0,UAA|New York University,1900.0,0,0,1,1.0,Powerhouse,0.219628,Powerhouse,1.0,8651.0,0.219628,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,2,Emory University,1885.0,Tier 1,0,UAA|Emory University,1900.0,0,0,0,1.0,Powerhouse,0.219628,Powerhouse,0.992105,8651.0,0.217894,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,3,University of Chicago,1196.5,Tier 2,0,UAA|University of Chicago,1900.0,0,0,0,1.0,,0.219628,Powerhouse,0.629737,8651.0,0.138308,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,4,Washington University St Louis,1127.0,Tier 3,0,UAA|Washington University St Louis,1900.0,0,0,0,1.0,,0.219628,Powerhouse,0.593158,8651.0,0.130274,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,5,Carnegie Mellon University,964.5,Tier 3,0,UAA|Carnegie Mellon University,1900.0,0,0,0,1.0,,0.219628,Powerhouse,0.507632,8651.0,0.11149,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,6,Case Western Reserve Universit,673.5,Tier 3,0,UAA|Case Western Reserve Universit,1900.0,0,0,0,1.0,,0.219628,Powerhouse,0.354474,8651.0,0.077852,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,7,University of Rochester,555.5,Tier 4,0,UAA|University of Rochester,1900.0,0,0,0,1.0,,0.219628,Powerhouse,0.292368,8651.0,0.064212,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
UAA,8,Brandeis University,349.0,Tier 4,0,UAA|Brandeis University,1900.0,0,0,0,1.0,,0.219628,Powerhouse,0.183684,8651.0,0.040342,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,1,Ithaca College,1722.0,Tier 1,0,Unknown|Ithaca College,1958.5,0,0,1,1.0,Powerhouse,0.212511,Powerhouse,1.0,9216.0,0.213674,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,2,Rochester Institute of Technol,1625.5,Tier 1,0,Unknown|Rochester Institute of Technol,1958.5,0,0,0,1.0,Powerhouse,0.212511,Powerhouse,0.943961,9216.0,0.2017,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,3,Rensselaer Polytechnic Institu,1085.0,Tier 2,0,Unknown|Rensselaer Polytechnic Institu,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.630081,9216.0,0.134632,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,4,Clarkson University,1028.5,Tier 3,0,Unknown|Clarkson University,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.597271,9216.0,0.127621,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,5,Union College (New York),686.5,Tier 3,0,Unknown|Union College (New York),1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.398664,9216.0,0.085184,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,6,Skidmore College,630.5,Tier 3,0,Unknown|Skidmore College,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.366144,9216.0,0.078236,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,7,Vassar College,522.0,Tier 4,0,Unknown|Vassar College,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.303136,9216.0,0.064772,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,8,St. Lawrence University,325.0,Tier 4,0,Unknown|St. Lawrence University,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.188734,9216.0,0.040328,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,9,Hobart and William Smith,272.0,Tier 4,0,Unknown|Hobart and William Smith,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.157956,9216.0,0.033751,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,10,Bard College,162.0,Tier 4,0,Unknown|Bard College,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.094077,9216.0,0.020102,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,1,Ithaca College,1820.0,Tier 1,0,Unknown|Ithaca College,1944.0,0,0,1,1.0,Powerhouse,0.218746,Powerhouse,1.0,8887.0,0.226059,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,2,Rensselaer Polytechnic Institu,1430.5,Tier 2,0,Unknown|Rensselaer Polytechnic Institu,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.785989,8887.0,0.17768,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,3,Skidmore College,1032.5,Tier 3,0,Unknown|Skidmore College,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.567308,8887.0,0.128245,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,4,Rochester Institute of Technol,972.5,Tier 3,0,Unknown|Rochester Institute of Technol,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.534341,8887.0,0.120792,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,5,Vassar College,888.5,Tier 3,0,Unknown|Vassar College,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.488187,8887.0,0.110359,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,6,Union College (New York),539.0,Tier 4,0,Unknown|Union College (New York),1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.296154,8887.0,0.066948,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,7,Hobart and William Smith,428.0,Tier 4,0,Unknown|Hobart and William Smith,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.235165,8887.0,0.053161,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,8,St. Lawrence University,415.0,Tier 4,0,Unknown|St. Lawrence University,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.228022,8887.0,0.051546,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,9,Clarkson University,385.0,Tier 4,0,Unknown|Clarkson University,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.211538,8887.0,0.04782,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,10,Bard College,140.0,Tier 4,0,Unknown|Bard College,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.076923,8887.0,0.017389,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,1,Denison University,1958.5,Tier 1,0,Unknown|Denison University,1958.5,0,0,1,1.0,Powerhouse,0.212511,Powerhouse,1.0,9216.0,0.212511,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,2,Kenyon College,1741.5,Tier 1,0,Unknown|Kenyon College,1958.5,0,0,0,1.0,Powerhouse,0.212511,Powerhouse,0.889201,9216.0,0.188965,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,3,John Carroll University,1192.5,Tier 2,0,Unknown|John Carroll University,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.608884,9216.0,0.129395,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,4,DePauw University,1095.0,Tier 3,0,Unknown|DePauw University,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.559101,9216.0,0.118815,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,5,Wabash College,1030.0,Tier 3,0,Unknown|Wabash College,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.525913,9216.0,0.111762,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,6,College of Wooster,789.5,Tier 3,0,Unknown|College of Wooster,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.403115,9216.0,0.085666,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,7,Oberlin College,786.0,Tier 3,0,Unknown|Oberlin College,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.401328,9216.0,0.085286,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,8,Ohio Wesleyan University,450.0,Tier 4,0,Unknown|Ohio Wesleyan University,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.229768,9216.0,0.048828,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
