Conference,Finish,Team,MenPoints,Tier,SourcePage,Key,ChampionPoints,MedianPoints,DominanceIndex,IsChampion,PSF,PowerClass,ChampionMeetShare,ChampionPowerClass,ChampionRatio,MeetTotalPoints,MeetShare,gender,final_tier,tier_short,generated_at,snapshot_version
Horizon League,7,Northern Kentucky University,131.0,Tier 4,0,Horizon League|Northern Kentucky University,896.5,0,0,0,1.0,,0.268092,Super Powerhouse,0.146124,3344.0,0.039175,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,1,Princeton University,1474.0,Tier 1,0,Ivy League|Princeton University,1474.0,0,0,1,1.0,Powerhouse,0.187986,Powerhouse,1.0,7841.0,0.187986,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,2,Yale University,1274.5,Tier 1,0,Ivy League|Yale University,1474.0,0,0,0,1.0,Powerhouse,0.187986,Powerhouse,0.864654,7841.0,0.162543,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,3,Harvard Men's Swimming,1173.5,Tier 2,0,Ivy League|Harvard Men's Swimming,1474.0,0,0,0,1.0,,0.187986,Powerhouse,0.796133,7841.0,0.149662,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,4,Columbia University,901.5,Tier 2,0,Ivy League|Columbia University,1474.0,0,0,0,1.0,,0.187986,Powerhouse,0.611601,7841.0,0.114973,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,5,Cornell University,841.0,Tier 3,0,Ivy League|Cornell University,1474.0,0,0,0,1.0,,0.187986,Powerhouse,0.570556,7841.0,0.107257,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,6,Brown University,805.0,Tier 3,0,Ivy League|Brown University,1474.0,0,0,0,1.0,,0.187986,Powerhouse,0.546133,7841.0,0.102665,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,7,Dartmouth College,694.0,Tier 3,0,Ivy League|Dartmouth College,1474.0,0,0,0,1.0,,0.187986,Powerhouse,0.470828,7841.0,0.088509,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,8,University of Pennsylvania,677.5,Tier 3,0,Ivy League|University of Pennsylvania,1474.0,0,0,0,1.0,,0.187986,Powerhouse,0.459634,7841.0,0.086405,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,1,Princeton University,1432.0,Tier 1,0,Ivy League|Princeton University,1432.0,0,0,1,1.0,Powerhouse,0.192086,Powerhouse,1.0,7455.0,0.192086,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,2,University of Pennsylvania,1204.0,Tier 2,0,Ivy League|University of Pennsylvania,1432.0,0,0,0,1.0,,0.192086,Powerhouse,0.840782,7455.0,0.161502,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,3,Harvard University,1153.5,Tier 2,0,Ivy League|Harvard University,1432.0,0,0,0,1.0,,0.192086,Powerhouse,0.805517,7455.0,0.154728,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,4,Brown University,1137.0,Tier 2,0,Ivy League|Brown University,1432.0,0,0,0,1.0,,0.192086,Powerhouse,0.793994,7455.0,0.152515,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,5,Yale University,840.0,Tier 3,0,Ivy League|Yale University,1432.0,0,0,0,1.0,,0.192086,Powerhouse,0.586592,7455.0,0.112676,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,6,Cornell University,614.5,Tier 3,0,Ivy League|Cornell University,1432.0,0,0,0,1.0,,0.192086,Powerhouse,0.42912,7455.0,0.082428,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,7,Columbia University,550.5,Tier 3,0,Ivy League|Columbia University,1432.0,0,0,0,1.0,,0.192086,Powerhouse,0.384427,7455.0,0.073843,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,8,Dartmouth College,523.5,Tier 3,0,Ivy League|Dartmouth College,1432.0,0,0,0,1.0,,0.192086,Powerhouse,0.365573,7455.0,0.070221,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,1,Catholic University of America,877.5,Tier 1,0,Landmark|Catholic University of America,877.5,0,0,1,1.0,Super Powerhouse,0.251217,Super Powerhouse,1.0,3493.0,0.251217,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,2,University of Scranton,770.0,Tier 1,0,Landmark|University of Scranton,877.5,0,0,0,1.0,Powerhouse,0.251217,Super Powerhouse,0.877493,3493.0,0.220441,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,3,Drew University,720.0,Tier 2,0,Landmark|Drew University,877.5,0,0,0,1.0,,0.251217,Super Powerhouse,0.820513,3493.0,0.206127,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,4,Susquehanna University,304.5,Tier 4,0,Landmark|Susquehanna University,877.5,0,0,0,1.0,,0.251217,Super Powerhouse,0.347009,3493.0,0.087174,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,5,Elizabethtown College,214.0,Tier 4,0,Landmark|Elizabethtown College,877.5,0,0,0,1.0,,0.251217,Super Powerhouse,0.243875,3493.0,0.061265,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,6,Wilkes University,185.0,Tier 4,0,Landmark|Wilkes University,877.5,0,0,0,1.0,,0.251217,Super Powerhouse,0.210826,3493.0,0.052963,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,7,Juniata College,150.0,Tier 4,0,Landmark|Juniata College,877.5,0,0,0,1.0,,0.251217,Super Powerhouse,0.17094,3493.0,0.042943,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,8,Lycoming College,109.0,Tier 4,0,Landmark|Lycoming College,877.5,0,0,0,1.0,,0.251217,Super Powerhouse,0.124217,3493.0,0.031205,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,9,Moravian University,99.0,Tier 4,0,Landmark|Moravian University,877.5,0,0,0,1.0,,0.251217,Super Powerhouse,0.112821,3493.0,0.028342,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,10,Goucher College,64.0,Tier 4,0,Landmark|Goucher College,877.5,0,0,0,1.0,,0.251217,Super Powerhouse,0.072934,3493.0,0.018322,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,1,University of Scranton,887.0,Tier 1,0,Landmark|University of Scranton,887.0,0,0,1,1.0,Super Powerhouse,0.24839,Super Powerhouse,1.0,3571.0,0.24839,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,2,Catholic University of America,873.0,Tier 1,0,Landmark|Catholic University of America,887.0,0,0,0,1.0,Super Powerhouse,0.24839,Super Powerhouse,0.984216,3571.0,0.244469,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,3,Drew University,425.0,Tier 3,0,Landmark|Drew University,887.0,0,0,0,1.0,,0.24839,Super Powerhouse,0.479143,3571.0,0.119014,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,4,Susquehanna University,348.5,Tier 3,0,Landmark|Susquehanna University,887.0,0,0,0,1.0,,0.24839,Super Powerhouse,0.392897,3571.0,0.097592,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,5,Juniata College,299.5,Tier 4,0,Landmark|Juniata College,887.0,0,0,0,1.0,,0.24839,Super Powerhouse,0.337655,3571.0,0.08387,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,6,Elizabethtown College,242.0,Tier 4,0,Landmark|Elizabethtown College,887.0,0,0,0,1.0,,0.24839,Super Powerhouse,0.27283,3571.0,0.067768,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,7,Wilkes University,211.0,Tier 4,0,Landmark|Wilkes University,887.0,0,0,0,1.0,,0.24839,Super Powerhouse,0.23788,3571.0,0.059087,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,8,Moravian University,122.0,Tier 4,0,Landmark|Moravian University,887.0,0,0,0,1.0,,0.24839,Super Powerhouse,0.137542,3571.0,0.034164,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,9,Lycoming College,100.0,Tier 4,0,Landmark|Lycoming College,887.0,0,0,0,1.0,,0.24839,Super Powerhouse,0.11274,3571.0,0.028003,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,10,Goucher College,63.0,Tier 4,0,Landmark|Goucher College,887.0,0,0,0,1.0,,0.24839,Super Powerhouse,0.071026,3571.0,0.017642,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,1,Fairfield University,1341.83,Tier 1,0,MAAC|Fairfield University,1341.83,0,0,1,1.0,Powerhouse,0.178578,Powerhouse,1.0,7513.99,0.178578,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,2,Marist University,1276.0,Tier 1,0,MAAC|Marist University,1341.83,0,0,0,1.0,Powerhouse,0.178578,Powerhouse,0.95094,7513.99,0.169817,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,3,Niagara University,1139.33,Tier 2,0,MAAC|Niagara University,1341.83,0,0,0,1.0,,0.178578,Powerhouse,0.849087,7513.99,0.151628,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,4,Iona University,1017.83,Tier 2,0,MAAC|Iona University,1341.83,0,0,0,1.0,,0.178578,Powerhouse,0.758539,7513.99,0.135458,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,5,Rider University,983.5,Tier 2,0,MAAC|Rider University,1341.83,0,0,0,1.0,,0.178578,Powerhouse,0.732954,7513.99,0.130889,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,6,Mount Saint Mary's University,597.0,Tier 3,0,MAAC|Mount Saint Mary's University,1341.83,0,0,0,1.0,,0.178578,Powerhouse,0.444915,7513.99,0.079452,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,7,Canisius University,569.5,Tier 3,0,MAAC|Canisius University,1341.83,0,0,0,1.0,,0.178578,Powerhouse,0.42442,7513.99,0.075792,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,8,Saint Peter's University,371.0,Tier 4,0,MAAC|Saint Peter's University,1341.83,0,0,0,1.0,,0.178578,Powerhouse,0.276488,7513.99,0.049375,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,9,Manhattan University,218.0,Tier 4,0,MAAC|Manhattan University,1341.83,0,0,0,1.0,,0.178578,Powerhouse,0.162465,7513.99,0.029013,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,1,Fairfield University,1325.5,Tier 1,0,MAAC|Fairfield University,1325.5,0,0,1,1.0,Powerhouse,0.162042,Powerhouse,1.0,8180.0,0.162042,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,2,Marist University,1315.5,Tier 1,0,MAAC|Marist University,1325.5,0,0,0,1.0,Powerhouse,0.162042,Powerhouse,0.992456,8180.0,0.160819,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,3,Niagara University,1074.0,Tier 2,0,MAAC|Niagara University,1325.5,0,0,0,1.0,,0.162042,Powerhouse,0.81026,8180.0,0.131296,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,4,Sacred Heart University,893.5,Tier 2,0,MAAC|Sacred Heart University,1325.5,0,0,0,1.0,,0.162042,Powerhouse,0.674085,8180.0,0.10923,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,5,Iona University,724.0,Tier 3,0,MAAC|Iona University,1325.5,0,0,0,1.0,,0.162042,Powerhouse,0.546209,8180.0,0.088509,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,6,Mount Saint Mary's University,585.0,Tier 3,0,MAAC|Mount Saint Mary's University,1325.5,0,0,0,1.0,,0.162042,Powerhouse,0.441343,8180.0,0.071516,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,7,Canisius University,516.0,Tier 3,0,MAAC|Canisius University,1325.5,0,0,0,1.0,,0.162042,Powerhouse,0.389287,8180.0,0.063081,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,7,Rider University,516.0,Tier 3,0,MAAC|Rider University,1325.5,0,0,0,1.0,,0.162042,Powerhouse,0.389287,8180.0,0.063081,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,9,Siena University,434.5,Tier 4,0,MAAC|Siena University,1325.5,0,0,0,1.0,,0.162042,Powerhouse,0.327801,8180.0,0.053117,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,10,Merrimack College,340.0,Tier 4,0,MAAC|Merrimack College,1325.5,0,0,0,1.0,,0.162042,Powerhouse,0.256507,8180.0,0.041565,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,11,Saint Peter's University,259.0,Tier 4,0,MAAC|Saint Peter's University,1325.5,0,0,0,1.0,,0.162042,Powerhouse,0.195398,8180.0,0.031663,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,12,Manhattan University,197.0,Tier 4,0,MAAC|Manhattan University,1325.5,0,0,0,1.0,,0.162042,Powerhouse,0.148623,8180.0,0.024083,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,1,Stevens Institute of Technolog,1623.0,Tier 1,0,MAC|Stevens Institute of Technolog,1623.0,0,0,1,1.0,Powerhouse,0.204976,Powerhouse,1.0,7918.0,0.204976,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,2,York College of Pennsylvania,1424.5,Tier 1,0,MAC|York College of Pennsylvania,1623.0,0,0,0,1.0,Powerhouse,0.204976,Powerhouse,0.877696,7918.0,0.179907,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,3,Misericordia University,969.0,Tier 3,0,MAC|Misericordia University,1623.0,0,0,0,1.0,,0.204976,Powerhouse,0.597043,7918.0,0.122379,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,4,Arcadia University,835.0,Tier 3,0,MAC|Arcadia University,1623.0,0,0,0,1.0,,0.204976,Powerhouse,0.514479,7918.0,0.105456,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,5,Widener University,801.5,Tier 3,0,MAC|Widener University,1623.0,0,0,0,1.0,,0.204976,Powerhouse,0.493839,7918.0,0.101225,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,6,Stevenson University,690.0,Tier 3,0,MAC|Stevenson University,1623.0,0,0,0,1.0,,0.204976,Powerhouse,0.425139,7918.0,0.087143,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,7,Messiah University,632.0,Tier 3,0,MAC|Messiah University,1623.0,0,0,0,1.0,,0.204976,Powerhouse,0.389402,7918.0,0.079818,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,8,King's College,343.0,Tier 4,0,MAC|King's College,1623.0,0,0,0,1.0,,0.204976,Powerhouse,0.211337,7918.0,0.043319,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,9,Hood College Swimming,267.0,Tier 4,0,MAC|Hood College Swimming,1623.0,0,0,0,1.0,,0.204976,Powerhouse,0.16451,7918.0,0.033721,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,10,Fairleigh Dickinson University,215.0,Tier 4,0,MAC|Fairleigh Dickinson University,1623.0,0,0,0,1.0,,0.204976,Powerhouse,0.132471,7918.0,0.027153,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,11,Lebanon Valley College,118.0,Tier 4,0,MAC|Lebanon Valley College,1623.0,0,0,0,1.0,,0.204976,Powerhouse,0.072705,7918.0,0.014903,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,1,Stevens Institute of Technolog,1516.0,Tier 1,0,MAC|Stevens Institute of Technolog,1516.0,0,0,1,1.0,Powerhouse,0.189051,Powerhouse,1.0,8019.0,0.189051,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,2,Misericordia University,1227.0,Tier 2,0,MAC|Misericordia University,1516.0,0,0,0,1.0,,0.189051,Powerhouse,0.809367,8019.0,0.153012,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,3,Messiah University,1105.0,Tier 2,0,MAC|Messiah University,1516.0,0,0,0,1.0,,0.189051,Powerhouse,0.728892,8019.0,0.137798,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,4,York College of Pennsylvania,923.0,Tier 2,0,MAC|York College of Pennsylvania,1516.0,0,0,0,1.0,,0.189051,Powerhouse,0.608839,8019.0,0.115102,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,5,Widener University,766.5,Tier 3,0,MAC|Widener University,1516.0,0,0,0,1.0,,0.189051,Powerhouse,0.505607,8019.0,0.095585,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,6,Arcadia University,763.0,Tier 3,0,MAC|Arcadia University,1516.0,0,0,0,1.0,,0.189051,Powerhouse,0.503298,8019.0,0.095149,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,7,Stevenson University,603.5,Tier 3,0,MAC|Stevenson University,1516.0,0,0,0,1.0,,0.189051,Powerhouse,0.398087,8019.0,0.075259,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,8,Fairleigh Dickinson University,488.0,Tier 4,0,MAC|Fairleigh Dickinson University,1516.0,0,0,0,1.0,,0.189051,Powerhouse,0.3219,8019.0,0.060855,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,9,Hood College Swimming,326.0,Tier 4,0,MAC|Hood College Swimming,1516.0,0,0,0,1.0,,0.189051,Powerhouse,0.21504,8019.0,0.040653,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,10,Lebanon Valley College,214.0,Tier 4,0,MAC|Lebanon Valley College,1516.0,0,0,0,1.0,,0.189051,Powerhouse,0.141161,8019.0,0.026687,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,11,King's College,87.0,Tier 4,0,MAC|King's College,1516.0,0,0,0,1.0,,0.189051,Powerhouse,0.057388,8019.0,0.010849,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,1,Gustavus Adolphus College,953.0,Tier 1,0,MIAC|Gustavus Adolphus College,953.0,0,0,1,1.0,Super Powerhouse,0.296885,Super Powerhouse,1.0,3210.0,0.296885,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,2,Carleton College,628.5,Tier 2,0,MIAC|Carleton College,953.0,0,0,0,1.0,,0.296885,Super Powerhouse,0.659496,3210.0,0.195794,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,3,Saint Johns University,524.0,Tier 3,0,MIAC|Saint Johns University,953.0,0,0,0,1.0,,0.296885,Super Powerhouse,0.549843,3210.0,0.16324,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,4,Macalester College,497.5,Tier 3,0,MIAC|Macalester College,953.0,0,0,0,1.0,,0.296885,Super Powerhouse,0.522036,3210.0,0.154984,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,5,Saint Olaf College,426.0,Tier 3,0,MIAC|Saint Olaf College,953.0,0,0,0,1.0,,0.296885,Super Powerhouse,0.447009,3210.0,0.13271,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,6,Hamline University,181.0,Tier 4,0,MIAC|Hamline University,953.0,0,0,0,1.0,,0.296885,Super Powerhouse,0.189927,3210.0,0.056386,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,1,Gustavus Adolphus College,788.0,Tier 1,0,MIAC|Gustavus Adolphus College,788.0,0,0,1,1.0,Powerhouse,0.222536,Powerhouse,1.0,3541.0,0.222536,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,2,Saint Olaf College,631.5,Tier 2,0,MIAC|Saint Olaf College,788.0,0,0,0,1.0,,0.222536,Powerhouse,0.801396,3541.0,0.178339,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,3,Carleton College,576.5,Tier 2,0,MIAC|Carleton College,788.0,0,0,0,1.0,,0.222536,Powerhouse,0.731599,3541.0,0.162807,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,4,Macalester College,575.5,Tier 2,0,MIAC|Macalester College,788.0,0,0,0,1.0,,0.222536,Powerhouse,0.73033,3541.0,0.162525,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,5,College of Saint Benedict,467.0,Tier 3,0,MIAC|College of Saint Benedict,788.0,0,0,0,1.0,,0.222536,Powerhouse,0.59264,3541.0,0.131884,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,6,Saint Catherine University,219.5,Tier 4,0,MIAC|Saint Catherine University,788.0,0,0,0,1.0,,0.222536,Powerhouse,0.278553,3541.0,0.061988,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,7,Hamline University,128.0,Tier 4,0,MIAC|Hamline University,788.0,0,0,0,1.0,,0.222536,Powerhouse,0.162437,3541.0,0.036148,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,8,Concordia College,114.0,Tier 4,0,MIAC|Concordia College,788.0,0,0,0,1.0,,0.222536,Powerhouse,0.14467,3541.0,0.032194,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,9,Augsburg University,41.0,Tier 4,0,MIAC|Augsburg University,788.0,0,0,0,1.0,,0.222536,Powerhouse,0.05203,3541.0,0.011579,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,1,US Air Force Academy,819.5,Tier 1,0,MPSF|US Air Force Academy,819.5,0,0,1,1.0,Super Powerhouse,0.263335,Super Powerhouse,1.0,3112.0,0.263335,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,2,University of Nevada Las Vegas,769.5,Tier 1,0,MPSF|University of Nevada Las Vegas,819.5,0,0,0,1.0,Super Powerhouse,0.263335,Super Powerhouse,0.938987,3112.0,0.247269,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,3,University of Wyoming,726.0,Tier 1,0,MPSF|University of Wyoming,819.5,0,0,0,1.0,Powerhouse,0.263335,Super Powerhouse,0.885906,3112.0,0.23329,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,4,Cal Baptist University,510.0,Tier 2,0,MPSF|Cal Baptist University,819.5,0,0,0,1.0,,0.263335,Super Powerhouse,0.622331,3112.0,0.163882,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,5,University of the Pacific,287.0,Tier 3,0,MPSF|University of the Pacific,819.5,0,0,0,1.0,,0.263335,Super Powerhouse,0.350214,3112.0,0.092224,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,1,Northern Arizona University,1350.0,Tier 1,0,MPSF|Northern Arizona University,1350.0,0,0,1,1.0,Powerhouse,0.168581,Powerhouse,1.0,8008.0,0.168581,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,2,New Mexico State University,1227.0,Tier 1,0,MPSF|New Mexico State University,1350.0,0,0,0,1.0,Powerhouse,0.168581,Powerhouse,0.908889,8008.0,0.153222,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,3,"Northern Colorado, University",1171.5,Tier 1,0,"MPSF|Northern Colorado, University",1350.0,0,0,0,1.0,Powerhouse,0.168581,Powerhouse,0.867778,8008.0,0.146291,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,4,Cal Baptist University,980.5,Tier 2,0,MPSF|Cal Baptist University,1350.0,0,0,0,1.0,,0.168581,Powerhouse,0.726296,8008.0,0.12244,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,5,"Idaho, University of",942.0,Tier 2,0,"MPSF|Idaho, University of",1350.0,0,0,0,1.0,,0.168581,Powerhouse,0.697778,8008.0,0.117632,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,6,Pepperdine University,610.0,Tier 3,0,MPSF|Pepperdine University,1350.0,0,0,0,1.0,,0.168581,Powerhouse,0.451852,8008.0,0.076174,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,7,Utah Tech University,604.0,Tier 3,0,MPSF|Utah Tech University,1350.0,0,0,0,1.0,,0.168581,Powerhouse,0.447407,8008.0,0.075425,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,8,University of the Pacific,431.0,Tier 4,0,MPSF|University of the Pacific,1350.0,0,0,0,1.0,,0.168581,Powerhouse,0.319259,8008.0,0.053821,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,9,University of Incarnate Word,420.5,Tier 4,0,MPSF|University of Incarnate Word,1350.0,0,0,0,1.0,,0.168581,Powerhouse,0.311481,8008.0,0.05251,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,10,Univ Texas Rio Grande Valley,271.5,Tier 4,0,MPSF|Univ Texas Rio Grande Valley,1350.0,0,0,0,1.0,,0.168581,Powerhouse,0.201111,8008.0,0.033904,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,1,Williams College,1599.0,Tier 1,0,NESCAC|Williams College,1599.0,0,0,1,1.0,Powerhouse,0.158946,Powerhouse,1.0,10060.0,0.158946,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,2,Tufts University,1562.0,Tier 1,0,NESCAC|Tufts University,1599.0,0,0,0,1.0,Powerhouse,0.158946,Powerhouse,0.976861,10060.0,0.155268,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,3,Amherst College,1217.0,Tier 2,0,NESCAC|Amherst College,1599.0,0,0,0,1.0,,0.158946,Powerhouse,0.761101,10060.0,0.120974,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,4,Connecticut College,1077.0,Tier 2,0,NESCAC|Connecticut College,1599.0,0,0,0,1.0,,0.158946,Powerhouse,0.673546,10060.0,0.107058,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
