Conference,Gender,Event,Place,Time_Sec,Data_Quality
MIAC,men,50 Free,1,20.7,finals
MIAC,men,50 Free,2,20.83,finals
MIAC,men,50 Free,3,20.85,finals
MIAC,men,50 Free,4,20.9,finals
MIAC,men,50 Free,5,21.09,finals
MIAC,men,50 Free,8,21.31,finals
MIAC,men,50 Free,9,21.14,finals
MIAC,men,50 Free,10,21.5,finals
MIAC,men,50 Free,11,21.54,finals
MIAC,men,50 Free,12,21.63,finals
MIAC,men,50 Free,15,21.69,finals
MIAC,men,50 Free,16,21.8,finals
MIAC,men,50 Free,17,21.92,finals
MIAC,men,50 Free,18,22.02,finals
MIAC,men,50 Free,19,19.56,finals
MIAC,men,50 Free,20,20.14,finals
MIAC,men,50 Free,22,22.16,finals
MIAC,men,50 Free,23,22.24,finals
MIAC,men,50 Free,24,22.49,finals
MIAC,men,50 Free,27,22.66,finals
MIAC,men,50 Free,28,22.76,finals
MIAC,men,50 Free,29,22.79,finals
MIAC,men,50 Free,30,23.04,finals
MIAC,men,50 Free,31,23.15,finals
MIAC,men,50 Free,32,23.28,finals
MIAC,men,50 Free,33,23.63,finals
MIAC,men,50 Free,34,23.7,finals
MIAC,men,50 Free,35,24.22,finals
MIAC,men,50 Free,36,24.7,finals
MIAC,men,50 Free,37,25.05,finals
MIAC,men,50 Free,38,26.45,finals
MIAC,men,100 Free,1,45.26,finals
MIAC,men,100 Free,2,46.14,finals
MIAC,men,100 Free,3,46.4,finals
MIAC,men,100 Free,4,46.65,finals
MIAC,men,100 Free,5,46.93,finals
MIAC,men,100 Free,6,47.01,finals
MIAC,men,100 Free,7,47.08,finals
MIAC,men,100 Free,8,47.52,finals
MIAC,men,100 Free,9,46.13,finals
MIAC,men,100 Free,10,46.93,finals
MIAC,men,100 Free,11,47.03,finals
MIAC,men,100 Free,12,47.29,finals
MIAC,men,100 Free,13,47.91,finals
MIAC,men,100 Free,14,48.16,finals
MIAC,men,100 Free,15,48.6,finals
MIAC,men,100 Free,16,48.81,finals
MIAC,men,100 Free,17,48.55,finals
MIAC,men,100 Free,18,48.68,finals
MIAC,men,100 Free,19,49.1,finals
MIAC,men,100 Free,20,49.62,finals
MIAC,men,100 Free,21,50.24,finals
MIAC,men,100 Free,22,51.51,finals
MIAC,men,100 Free,23,51.86,finals
MIAC,men,100 Free,24,53.02,finals
MIAC,men,100 Free,25,54.97,finals
MIAC,men,100 Free,26,57.0,finals
MIAC,men,100 Free,27,61.51,finals
MIAC,men,100 Free,43,43.15,finals
MIAC,men,100 Free,44,44.44,finals
MIAC,men,200 Free,1,102.01,finals
MIAC,men,200 Free,2,102.7,finals
MIAC,men,200 Free,3,102.77,finals
MIAC,men,200 Free,4,104.26,finals
MIAC,men,200 Free,5,104.53,finals
MIAC,men,200 Free,6,105.21,finals
MIAC,men,200 Free,7,106.51,finals
MIAC,men,200 Free,8,106.78,finals
MIAC,men,200 Free,9,105.47,finals
MIAC,men,200 Free,10,106.3,finals
MIAC,men,200 Free,11,106.68,finals
MIAC,men,200 Free,12,109.74,finals
MIAC,men,200 Free,13,110.18,finals
MIAC,men,200 Free,14,110.87,finals
MIAC,men,200 Free,15,111.79,finals
MIAC,men,200 Free,16,113.02,finals
MIAC,men,500 Free,1,269.7,finals
MIAC,men,500 Free,2,280.76,finals
MIAC,men,500 Free,3,283.66,finals
MIAC,men,500 Free,4,284.46,finals
MIAC,men,500 Free,5,284.55,finals
MIAC,men,500 Free,6,287.38,finals
MIAC,men,500 Free,7,288.0,finals
MIAC,men,500 Free,8,288.44,finals
MIAC,men,500 Free,9,287.11,finals
MIAC,men,500 Free,10,288.47,finals
MIAC,men,500 Free,11,289.59,finals
MIAC,men,500 Free,12,289.79,finals
MIAC,men,500 Free,13,293.77,finals
MIAC,men,500 Free,14,294.47,finals
MIAC,men,500 Free,15,296.94,finals
MIAC,men,500 Free,16,297.05,finals
MIAC,men,500 Free,17,298.76,finals
MIAC,men,500 Free,18,304.19,finals
MIAC,men,500 Free,19,305.25,finals
MIAC,men,500 Free,20,306.89,finals
MIAC,men,500 Free,21,308.87,finals
MIAC,men,500 Free,22,326.18,finals
MIAC,men,500 Free,23,348.31,finals
MIAC,men,1650 Free,1,932.16,finals
MIAC,men,1650 Free,2,989.56,finals
MIAC,men,1650 Free,3,993.51,finals
MIAC,men,1650 Free,4,1001.13,finals
MIAC,men,1650 Free,5,1016.83,finals
MIAC,men,1650 Free,6,1028.58,finals
MIAC,men,1650 Free,7,1039.99,finals
MIAC,men,1650 Free,8,1041.68,finals
MIAC,men,1650 Free,9,1056.75,finals
MIAC,men,1650 Free,10,1061.85,finals
MIAC,men,1650 Free,11,1074.25,finals
MIAC,men,1650 Free,12,1081.63,finals
MIAC,men,1650 Free,13,1092.12,finals
MIAC,men,1650 Free,14,1105.0,finals
MIAC,men,1650 Free,15,1129.8,finals
MIAC,men,1650 Free,16,1418.58,finals
MIAC,men,100 Back,1,50.03,finals
MIAC,men,100 Back,2,50.86,finals
MIAC,men,100 Back,3,51.29,finals
MIAC,men,100 Back,4,51.33,finals
MIAC,men,100 Back,5,52.57,finals
MIAC,men,100 Back,6,52.66,finals
MIAC,men,100 Back,7,53.87,finals
MIAC,men,100 Back,8,54.19,finals
MIAC,men,100 Back,9,54.12,finals
MIAC,men,100 Back,10,54.24,finals
MIAC,men,100 Back,11,54.48,finals
MIAC,men,100 Back,12,55.0,finals
MIAC,men,100 Back,13,55.33,finals
MIAC,men,100 Back,14,55.52,finals
MIAC,men,100 Back,15,56.34,finals
MIAC,men,100 Back,16,58.16,finals
MIAC,men,100 Back,17,58.4,finals
MIAC,men,100 Back,18,58.74,finals
MIAC,men,100 Back,19,60.05,finals
MIAC,men,100 Back,20,62.47,finals
MIAC,men,100 Back,21,62.58,finals
MIAC,men,100 Back,46,46.42,finals
MIAC,men,100 Back,48,48.67,finals
MIAC,men,100 Back,49,49.28,finals
MIAC,men,200 Back,1,111.51,finals
MIAC,men,200 Back,2,111.64,finals
MIAC,men,200 Back,3,112.73,finals
MIAC,men,200 Back,4,114.45,finals
MIAC,men,200 Back,5,114.91,finals
MIAC,men,200 Back,6,116.52,finals
MIAC,men,200 Back,7,116.79,finals
MIAC,men,200 Back,8,122.27,finals
MIAC,men,200 Back,9,118.9,finals
MIAC,men,200 Back,10,119.05,finals
MIAC,men,200 Back,11,120.82,finals
MIAC,men,200 Back,12,120.86,finals
MIAC,men,200 Back,13,121.06,finals
MIAC,men,200 Back,14,124.84,finals
MIAC,men,200 Back,15,126.26,finals
MIAC,men,200 Back,16,127.96,finals
MIAC,men,100 Breast,1,53.76,finals
MIAC,men,100 Breast,2,56.22,finals
MIAC,men,100 Breast,3,56.42,finals
MIAC,men,100 Breast,4,57.86,finals
MIAC,men,100 Breast,5,58.02,finals
MIAC,men,100 Breast,6,58.27,finals
MIAC,men,100 Breast,7,58.64,finals
MIAC,men,100 Breast,8,59.05,finals
MIAC,men,100 Breast,9,58.68,finals
MIAC,men,100 Breast,10,59.1,finals
MIAC,men,100 Breast,11,59.36,finals
MIAC,men,100 Breast,12,60.03,finals
MIAC,men,100 Breast,13,60.23,finals
MIAC,men,100 Breast,14,62.12,finals
MIAC,men,100 Breast,15,62.87,finals
MIAC,men,100 Breast,16,63.82,finals
MIAC,men,100 Breast,52,52.44,finals
MIAC,men,100 Breast,54,54.46,finals
MIAC,men,100 Breast,55,55.19,finals
MIAC,men,200 Breast,1,124.28,finals
MIAC,men,200 Breast,2,125.8,finals
MIAC,men,200 Breast,3,126.19,finals
MIAC,men,200 Breast,4,127.71,finals
MIAC,men,200 Breast,5,128.03,finals
MIAC,men,200 Breast,6,129.5,finals
MIAC,men,200 Breast,7,130.47,finals
MIAC,men,200 Breast,8,132.02,finals
MIAC,men,200 Breast,9,128.78,finals
MIAC,men,200 Breast,10,131.15,finals
MIAC,men,200 Breast,11,131.46,finals
MIAC,men,200 Breast,12,133.8,finals
MIAC,men,200 Breast,13,134.95,finals
MIAC,men,200 Breast,14,135.98,finals
MIAC,men,200 Breast,15,139.22,finals
MIAC,men,200 Breast,16,139.46,finals
MIAC,men,100 Fly,1,49.66,finals
MIAC,men,100 Fly,2,50.05,finals
MIAC,men,100 Fly,3,50.37,finals
MIAC,men,100 Fly,4,50.54,finals
MIAC,men,100 Fly,5,50.64,finals
MIAC,men,100 Fly,6,50.65,finals
MIAC,men,100 Fly,7,50.82,finals
MIAC,men,100 Fly,8,51.15,finals
MIAC,men,100 Fly,9,51.68,finals
MIAC,men,100 Fly,10,51.93,finals
MIAC,men,100 Fly,11,52.44,finals
MIAC,men,100 Fly,12,52.63,finals
MIAC,men,100 Fly,13,52.91,finals
MIAC,men,100 Fly,14,53.11,finals
MIAC,men,100 Fly,15,53.26,finals
MIAC,men,100 Fly,16,53.59,finals
MIAC,men,100 Fly,22,57.01,finals
MIAC,men,100 Fly,23,57.91,finals
MIAC,men,100 Fly,24,59.59,finals
MIAC,men,100 Fly,46,46.25,finals
MIAC,men,100 Fly,48,48.15,finals
MIAC,men,200 Fly,1,111.56,finals
MIAC,men,200 Fly,2,113.09,finals
MIAC,men,200 Fly,3,115.47,finals
MIAC,men,200 Fly,4,115.81,finals
MIAC,men,200 Fly,5,116.12,finals
MIAC,men,200 Fly,6,116.16,finals
MIAC,men,200 Fly,7,117.8,finals
MIAC,men,200 Fly,8,117.88,finals
MIAC,men,200 Fly,9,118.47,finals
MIAC,men,200 Fly,10,119.78,finals
MIAC,men,200 Fly,11,122.31,finals
MIAC,men,200 Fly,12,122.63,finals
MIAC,men,200 Fly,13,127.4,finals
MIAC,men,200 Fly,14,129.52,finals
MIAC,men,200 Fly,15,132.5,finals
MIAC,men,200 Fly,16,139.98,finals
MIAC,men,200 IM,1,112.8,finals
MIAC,men,200 IM,2,114.04,finals
MIAC,men,200 IM,3,114.88,finals
MIAC,men,200 IM,4,115.27,finals
MIAC,men,200 IM,5,116.75,finals
MIAC,men,200 IM,6,116.82,finals
MIAC,men,200 IM,7,117.34,finals
MIAC,men,200 IM,8,120.3,finals
MIAC,men,200 IM,9,118.05,finals
MIAC,men,200 IM,10,118.69,finals
MIAC,men,200 IM,11,119.52,finals
MIAC,men,200 IM,12,119.76,finals
MIAC,men,200 IM,13,120.6,finals
MIAC,men,200 IM,14,121.85,finals
MIAC,men,200 IM,15,122.85,finals
MIAC,men,200 IM,16,124.27,finals
MIAC,men,200 IM,22,129.56,finals
MIAC,men,200 IM,23,136.28,finals
MIAC,men,200 IM,24,143.4,finals
MIAC,men,400 IM,1,237.55,finals
MIAC,men,400 IM,2,244.82,finals
MIAC,men,400 IM,3,251.2,finals
MIAC,men,400 IM,4,251.46,finals
MIAC,men,400 IM,5,252.49,finals
MIAC,men,400 IM,6,253.83,finals
MIAC,men,400 IM,7,254.02,finals
MIAC,men,400 IM,8,260.03,finals
MIAC,men,400 IM,9,258.2,finals
MIAC,men,400 IM,10,261.36,finals
MIAC,men,400 IM,11,261.7,finals
MIAC,men,400 IM,12,262.03,finals
MIAC,men,400 IM,13,265.8,finals
MIAC,men,400 IM,14,272.03,finals
MIAC,men,400 IM,15,276.87,finals
MIAC,men,400 IM,16,284.28,finals
MIAC,women,50 Free,1,23.18,finals
MIAC,women,50 Free,2,23.81,finals
MIAC,women,50 Free,3,24.09,finals
MIAC,women,50 Free,8,24.43,finals
MIAC,women,50 Free,9,24.5,finals
MIAC,women,50 Free,10,24.55,finals
MIAC,women,50 Free,11,24.57,finals
MIAC,women,50 Free,14,24.68,finals
MIAC,women,50 Free,15,24.78,finals
MIAC,women,50 Free,16,24.85,finals
MIAC,women,50 Free,22,22.46,finals
MIAC,women,50 Free,23,23.4,finals
MIAC,women,100 Free,1,50.99,finals
MIAC,women,100 Free,2,52.41,finals
MIAC,women,100 Free,3,52.45,finals
MIAC,women,100 Free,4,52.67,finals
MIAC,women,100 Free,5,53.25,finals
MIAC,women,100 Free,6,53.5,finals
MIAC,women,100 Free,7,53.51,finals
MIAC,women,100 Free,8,54.05,finals
MIAC,women,100 Free,9,52.65,finals
MIAC,women,100 Free,10,53.78,finals
MIAC,women,100 Free,11,53.92,finals
MIAC,women,100 Free,12,54.23,finals
MIAC,women,100 Free,13,54.64,finals
MIAC,women,100 Free,14,55.19,finals
MIAC,women,100 Free,15,55.35,finals
MIAC,women,100 Free,16,55.52,finals
MIAC,women,100 Free,48,48.87,finals
MIAC,women,100 Free,51,51.04,finals
MIAC,women,200 Free,1,114.24,finals
MIAC,women,200 Free,2,115.05,finals
MIAC,women,200 Free,3,116.01,finals
MIAC,women,200 Free,4,116.08,finals
MIAC,women,200 Free,5,116.12,finals
MIAC,women,200 Free,6,116.71,finals
MIAC,women,200 Free,7,117.17,finals
MIAC,women,200 Free,8,117.63,finals
MIAC,women,200 Free,9,116.44,finals
MIAC,women,200 Free,10,116.97,finals
MIAC,women,200 Free,11,117.44,finals
MIAC,women,200 Free,12,117.74,finals
MIAC,women,200 Free,13,119.09,finals
MIAC,women,200 Free,14,119.74,finals
MIAC,women,200 Free,15,119.98,finals
MIAC,women,200 Free,16,120.1,finals
MIAC,women,200 Free,22,122.37,finals
MIAC,women,200 Free,23,122.49,finals
MIAC,women,200 Free,24,122.64,finals
MIAC,women,200 Free,25,123.47,finals
MIAC,women,200 Free,26,123.53,finals
MIAC,women,200 Free,27,124.96,finals
MIAC,women,200 Free,28,125.85,finals
MIAC,women,200 Free,29,126.78,finals
MIAC,women,200 Free,30,130.21,finals
MIAC,women,200 Free,31,132.56,finals
MIAC,women,200 Free,32,133.23,finals
MIAC,women,200 Free,33,133.28,finals
MIAC,women,200 Free,34,140.89,finals
MIAC,women,200 Free,35,146.11,finals
MIAC,women,200 Free,36,153.83,finals
MIAC,women,500 Free,1,306.82,finals
MIAC,women,500 Free,2,310.73,finals
MIAC,women,500 Free,3,311.5,finals
MIAC,women,500 Free,4,313.33,finals
MIAC,women,500 Free,5,313.65,finals
MIAC,women,500 Free,6,313.96,finals
MIAC,women,500 Free,7,314.61,finals
MIAC,women,500 Free,8,320.69,finals
MIAC,women,500 Free,9,315.1,finals
MIAC,women,500 Free,10,317.85,finals
MIAC,women,500 Free,11,318.1,finals
MIAC,women,500 Free,12,319.29,finals
MIAC,women,500 Free,13,319.42,finals
MIAC,women,500 Free,14,320.14,finals
MIAC,women,500 Free,15,321.32,finals
MIAC,women,500 Free,16,324.6,finals
MIAC,women,500 Free,25,338.25,finals
MIAC,women,500 Free,26,339.77,finals
MIAC,women,500 Free,27,340.25,finals
MIAC,women,500 Free,28,341.3,finals
MIAC,women,500 Free,29,350.64,finals
MIAC,women,500 Free,30,351.37,finals
MIAC,women,500 Free,31,354.24,finals
MIAC,women,500 Free,32,356.75,finals
MIAC,women,500 Free,33,361.88,finals
MIAC,women,500 Free,34,371.64,finals
MIAC,women,500 Free,35,373.64,finals
MIAC,women,500 Free,36,399.19,finals
MIAC,women,1650 Free,1,1057.69,finals
MIAC,women,1650 Free,2,1072.07,finals
MIAC,women,1650 Free,3,1084.71,finals
MIAC,women,1650 Free,4,1092.0,finals
MIAC,women,1650 Free,5,1092.61,finals
MIAC,women,1650 Free,6,1099.63,finals
MIAC,women,1650 Free,7,1112.98,finals
MIAC,women,1650 Free,8,1113.12,finals
MIAC,women,1650 Free,9,1116.35,finals
MIAC,women,1650 Free,10,1126.88,finals
MIAC,women,1650 Free,11,1129.36,finals
MIAC,women,1650 Free,12,1136.41,finals
MIAC,women,1650 Free,13,1144.57,finals
MIAC,women,1650 Free,14,1148.0,finals
MIAC,women,1650 Free,15,1155.96,finals
MIAC,women,1650 Free,16,1156.75,finals
MIAC,women,1650 Free,17,1161.74,finals
MIAC,women,1650 Free,18,1166.65,finals
MIAC,women,1650 Free,19,1167.16,finals
MIAC,women,1650 Free,20,1175.06,finals
MIAC,women,1650 Free,21,1207.28,finals
MIAC,women,1650 Free,22,1216.53,finals
MIAC,women,1650 Free,23,1220.95,finals
MIAC,women,1650 Free,24,1263.27,finals
MIAC,women,1650 Free,25,1306.49,finals
MIAC,women,100 Back,1,56.59,finals
MIAC,women,100 Back,2,56.63,finals
MIAC,women,100 Back,3,57.17,finals
MIAC,women,100 Back,4,57.53,finals
MIAC,women,100 Back,5,57.61,finals
MIAC,women,100 Back,6,58.86,finals
MIAC,women,100 Back,7,59.17,finals
MIAC,women,100 Back,8,59.4,finals
MIAC,women,100 Back,9,58.85,finals
MIAC,women,100 Back,10,59.82,finals
MIAC,women,100 Back,11,59.99,finals
MIAC,women,100 Back,12,60.57,finals
MIAC,women,100 Back,13,60.8,finals
MIAC,women,100 Back,14,60.85,finals
MIAC,women,100 Back,15,61.21,finals
MIAC,women,100 Back,16,62.29,finals
MIAC,women,100 Back,53,53.6,finals
MIAC,women,100 Back,56,56.18,finals
MIAC,women,200 Back,1,123.47,finals
MIAC,women,200 Back,2,124.71,finals
MIAC,women,200 Back,3,125.99,finals
MIAC,women,200 Back,4,126.43,finals
MIAC,women,200 Back,5,128.2,finals
MIAC,women,200 Back,6,129.7,finals
MIAC,women,200 Back,7,129.82,finals
MIAC,women,200 Back,8,130.02,finals
MIAC,women,200 Back,9,128.32,finals
MIAC,women,200 Back,10,129.6,finals
MIAC,women,200 Back,11,130.42,finals
MIAC,women,200 Back,12,131.37,finals
MIAC,women,200 Back,13,131.84,finals
MIAC,women,200 Back,14,133.21,finals
MIAC,women,200 Back,15,135.14,finals
MIAC,women,200 Back,16,136.46,finals
MIAC,women,200 Back,18,136.53,finals
MIAC,women,200 Back,19,139.33,finals
MIAC,women,200 Back,20,140.01,finals
MIAC,women,200 Back,21,141.2,finals
MIAC,women,200 Back,22,147.27,finals
MIAC,women,200 Back,23,151.51,finals
MIAC,women,200 Back,24,152.51,finals
MIAC,women,200 Back,25,157.1,finals
MIAC,women,200 Back,26,162.16,finals
MIAC,women,200 Back,27,185.24,finals
MIAC,women,100 Breast,1,64.66,finals
MIAC,women,100 Breast,2,66.18,finals
MIAC,women,100 Breast,5,67.53,finals
MIAC,women,100 Breast,6,67.66,finals
MIAC,women,100 Breast,7,68.67,finals
MIAC,women,100 Breast,8,68.76,finals
MIAC,women,100 Breast,9,67.76,finals
MIAC,women,100 Breast,10,68.11,finals
MIAC,women,100 Breast,11,69.29,finals
MIAC,women,100 Breast,12,69.32,finals
MIAC,women,100 Breast,13,69.5,finals
MIAC,women,100 Breast,14,70.11,finals
MIAC,women,100 Breast,15,70.26,finals
MIAC,women,100 Breast,16,70.96,finals
MIAC,women,100 Breast,17,70.98,finals
MIAC,women,100 Breast,18,71.44,finals
MIAC,women,100 Breast,19,71.74,finals
MIAC,women,100 Breast,20,72.52,finals
MIAC,women,100 Breast,21,72.7,finals
MIAC,women,100 Breast,22,74.2,finals
MIAC,women,100 Breast,23,77.1,finals
MIAC,women,100 Breast,24,81.07,finals
MIAC,women,100 Breast,25,94.53,finals
MIAC,women,100 Breast,59,59.96,finals
MIAC,women,200 Breast,1,140.99,finals
MIAC,women,200 Breast,2,144.11,finals
MIAC,women,200 Breast,3,144.78,finals
MIAC,women,200 Breast,4,144.87,finals
MIAC,women,200 Breast,5,146.51,finals
MIAC,women,200 Breast,6,147.85,finals
MIAC,women,200 Breast,7,149.44,finals
MIAC,women,200 Breast,8,151.05,finals
MIAC,women,200 Breast,9,147.9,finals
MIAC,women,200 Breast,10,148.21,finals
MIAC,women,200 Breast,11,150.68,finals
MIAC,women,200 Breast,12,152.07,finals
MIAC,women,200 Breast,13,153.82,finals
MIAC,women,200 Breast,14,153.9,finals
MIAC,women,200 Breast,15,156.23,finals
MIAC,women,200 Breast,16,156.64,finals
MIAC,women,100 Fly,1,54.1,finals
MIAC,women,100 Fly,2,58.12,finals
MIAC,women,100 Fly,3,58.33,finals
MIAC,women,100 Fly,4,58.65,finals
MIAC,women,100 Fly,5,58.9,finals
MIAC,women,100 Fly,6,58.91,finals
MIAC,women,100 Fly,7,58.99,finals
MIAC,women,100 Fly,8,60.16,finals
MIAC,women,100 Fly,9,60.21,finals
MIAC,women,100 Fly,10,60.26,finals
MIAC,women,100 Fly,11,60.44,finals
MIAC,women,100 Fly,12,60.7,finals
MIAC,women,100 Fly,13,61.77,finals
MIAC,women,100 Fly,14,61.85,finals
MIAC,women,100 Fly,15,62.42,finals
MIAC,women,100 Fly,16,62.59,finals
MIAC,women,100 Fly,53,53.69,finals
MIAC,women,100 Fly,55,55.52,finals
MIAC,women,200 Fly,1,128.63,finals
MIAC,women,200 Fly,2,129.65,finals
MIAC,women,200 Fly,3,129.96,finals
MIAC,women,200 Fly,4,130.55,finals
MIAC,women,200 Fly,5,132.19,finals
MIAC,women,200 Fly,6,133.59,finals
MIAC,women,200 Fly,7,135.64,finals
MIAC,women,200 Fly,8,140.15,finals
MIAC,women,200 Fly,9,136.69,finals
MIAC,women,200 Fly,10,137.55,finals
MIAC,women,200 Fly,11,140.06,finals
MIAC,women,200 Fly,12,142.92,finals
MIAC,women,200 Fly,13,143.41,finals
MIAC,women,200 Fly,14,144.21,finals
MIAC,women,200 Fly,15,144.36,finals
MIAC,women,200 Fly,16,151.71,finals
MIAC,women,200 IM,1,129.0,finals
MIAC,women,200 IM,2,130.38,finals
MIAC,women,200 IM,3,130.95,finals
MIAC,women,200 IM,4,132.15,finals
MIAC,women,200 IM,5,132.27,finals
MIAC,women,200 IM,6,133.01,finals
MIAC,women,200 IM,7,134.43,finals
MIAC,women,200 IM,8,135.42,finals
MIAC,women,200 IM,9,133.44,finals
MIAC,women,200 IM,10,133.45,finals
MIAC,women,200 IM,11,134.63,finals
MIAC,women,200 IM,12,134.97,finals
MIAC,women,200 IM,13,136.02,finals
MIAC,women,200 IM,14,137.24,finals
MIAC,women,200 IM,15,138.93,finals
MIAC,women,200 IM,16,139.09,finals
MIAC,women,200 IM,22,140.94,finals
MIAC,women,200 IM,23,141.34,finals
MIAC,women,200 IM,24,142.32,finals
MIAC,women,200 IM,25,142.43,finals
MIAC,women,200 IM,26,146.01,finals
MIAC,women,200 IM,27,148.85,finals
MIAC,women,200 IM,28,150.52,finals
MIAC,women,200 IM,29,159.74,finals
MIAC,women,200 IM,30,163.32,finals
MIAC,women,400 IM,1,275.14,finals
MIAC,women,400 IM,2,275.46,finals
MIAC,women,400 IM,3,278.47,finals
MIAC,women,400 IM,4,284.81,finals
MIAC,women,400 IM,5,285.24,finals
MIAC,women,400 IM,6,286.49,finals
MIAC,women,400 IM,7,286.63,finals
MIAC,women,400 IM,8,290.02,finals
MIAC,women,400 IM,9,285.71,finals
MIAC,women,400 IM,10,286.14,finals
MIAC,women,400 IM,11,290.27,finals
MIAC,women,400 IM,12,295.04,finals
MIAC,women,400 IM,13,296.44,finals
MIAC,women,400 IM,14,297.04,finals
MIAC,women,400 IM,15,302.25,finals
MIAC,women,400 IM,16,303.02,finals
NESCAC,men,50 Free,1,19.61,finals
NESCAC,men,50 Free,2,19.86,finals
NESCAC,men,50 Free,3,20.01,finals
NESCAC,men,50 Free,4,20.27,finals
NESCAC,men,50 Free,5,20.43,finals
NESCAC,men,50 Free,6,20.49,finals
NESCAC,men,50 Free,7,20.53,finals
NESCAC,men,50 Free,8,20.56,finals
NESCAC,men,50 Free,9,20.41,finals
NESCAC,men,50 Free,10,20.49,finals
NESCAC,men,50 Free,11,20.56,finals
NESCAC,men,50 Free,12,20.64,finals
NESCAC,men,50 Free,13,20.8,finals
NESCAC,men,50 Free,14,20.89,finals
NESCAC,men,50 Free,15,20.95,finals
NESCAC,men,50 Free,16,21.01,finals
NESCAC,men,50 Free,17,20.63,finals
NESCAC,men,50 Free,18,20.77,finals
NESCAC,men,50 Free,19,20.84,finals
NESCAC,men,50 Free,20,20.86,finals
NESCAC,men,50 Free,21,20.92,finals
NESCAC,men,50 Free,22,21.01,finals
NESCAC,men,50 Free,23,21.09,finals
NESCAC,men,50 Free,24,21.2,finals
NESCAC,men,50 Free,25,21.01,finals
NESCAC,men,50 Free,26,21.02,finals
NESCAC,men,50 Free,27,21.05,finals
NESCAC,men,50 Free,28,21.1,finals
NESCAC,men,50 Free,29,21.14,finals
NESCAC,men,50 Free,30,21.15,finals
NESCAC,men,50 Free,31,21.17,finals
NESCAC,men,50 Free,32,21.28,finals
NESCAC,men,50 Free,33,21.3,finals
NESCAC,men,50 Free,36,21.35,finals
NESCAC,men,50 Free,37,21.45,finals
NESCAC,men,50 Free,38,21.54,finals
NESCAC,men,50 Free,39,21.61,finals
NESCAC,men,50 Free,40,21.67,finals
NESCAC,men,50 Free,41,21.68,finals
NESCAC,men,50 Free,42,21.7,finals
NESCAC,men,50 Free,43,21.78,finals
NESCAC,men,50 Free,44,21.89,finals
NESCAC,men,50 Free,45,21.94,finals
NESCAC,men,50 Free,46,22.13,finals
NESCAC,men,50 Free,47,22.16,finals
NESCAC,men,50 Free,48,22.24,finals
NESCAC,men,50 Free,49,22.4,finals
NESCAC,men,50 Free,50,22.5,finals
NESCAC,men,50 Free,53,22.74,finals
NESCAC,men,50 Free,54,23.86,finals
NESCAC,men,50 Free,55,24.09,finals
NESCAC,men,100 Free,1,42.92,finals
NESCAC,men,100 Free,2,44.02,finals
NESCAC,men,100 Free,3,44.19,finals
NESCAC,men,100 Free,4,44.33,finals
NESCAC,men,100 Free,5,44.49,finals
NESCAC,men,100 Free,6,44.98,finals
NESCAC,men,100 Free,7,45.5,finals
NESCAC,men,100 Free,8,45.73,finals
NESCAC,men,100 Free,9,44.78,finals
NESCAC,men,100 Free,10,45.14,finals
NESCAC,men,100 Free,11,45.49,finals
NESCAC,men,100 Free,12,45.57,finals
NESCAC,men,100 Free,13,45.65,finals
NESCAC,men,100 Free,14,45.79,finals
NESCAC,men,100 Free,15,45.82,finals
NESCAC,men,100 Free,16,46.64,finals
NESCAC,men,100 Free,17,45.69,finals
NESCAC,men,100 Free,18,45.94,finals
NESCAC,men,100 Free,19,45.96,finals
NESCAC,men,100 Free,22,46.42,finals
NESCAC,men,100 Free,23,46.49,finals
NESCAC,men,100 Free,24,46.65,finals
NESCAC,men,100 Free,25,46.14,finals
NESCAC,men,100 Free,26,46.29,finals
NESCAC,men,100 Free,27,46.3,finals
NESCAC,men,100 Free,28,46.41,finals
NESCAC,men,100 Free,31,46.55,finals
NESCAC,men,100 Free,32,46.62,finals
NESCAC,men,100 Free,33,46.7,finals
NESCAC,men,100 Free,34,46.8,finals
NESCAC,men,100 Free,35,46.82,finals
NESCAC,men,100 Free,36,46.85,finals
NESCAC,men,100 Free,37,47.0,finals
NESCAC,men,100 Free,38,47.07,finals
NESCAC,men,100 Free,39,47.13,finals
NESCAC,men,100 Free,40,47.23,finals
NESCAC,men,100 Free,41,47.4,finals
NESCAC,men,100 Free,42,47.44,finals
NESCAC,men,100 Free,43,47.46,finals
NESCAC,men,100 Free,44,47.56,finals
NESCAC,men,100 Free,45,47.6,finals
NESCAC,men,100 Free,46,47.99,finals
NESCAC,men,100 Free,47,48.05,finals
NESCAC,men,100 Free,48,48.32,finals
NESCAC,men,100 Free,51,48.37,finals
NESCAC,men,100 Free,52,48.38,finals
NESCAC,men,100 Free,53,48.58,finals
NESCAC,men,100 Free,54,48.64,finals
NESCAC,men,100 Free,55,48.85,finals
NESCAC,men,100 Free,56,49.0,finals
NESCAC,men,100 Free,57,49.06,finals
NESCAC,men,100 Free,58,49.91,finals
NESCAC,men,100 Free,59,50.0,finals
NESCAC,men,100 Free,60,50.81,finals
NESCAC,men,100 Free,61,51.66,finals
NESCAC,men,200 Free,1,97.3,finals
NESCAC,men,200 Free,2,97.51,finals
NESCAC,men,200 Free,3,97.62,finals
NESCAC,men,200 Free,4,98.05,finals
NESCAC,men,200 Free,5,99.23,finals
NESCAC,men,200 Free,6,99.53,finals
NESCAC,men,200 Free,7,99.66,finals
NESCAC,men,200 Free,8,100.18,finals
